"";"Abutilon anderssonianum";"Abutilon depauperatum";"Abutilon dianthum";"Abutilon viscosum";"Acacia caven";"Acalypha abingdonii";"Acalypha flacida";"Acalypha hispida";"Acalypha parvula";"Acalypha sericea";"Acalypha velutina";"Acalypha wigginsii";"Acalypha wilkesiana";"Adenostemma platyphyllum";"Adiantum concinnum";"Adiantum henslovianum";"Adiantum macrophyllum";"Adiantum patens";"Adiantum petiolatum";"Adiantum tenerum";"Adiantum villosum";"Ageratum conyzoides";"Alternanthera echinocephala";"Alternanthera filifolia";"Alternanthera flavicoma";"Alternanthera halimifolia";"Alternanthera snodgrassii";"Amaranthus anderssonii";"Amaranthus caracasanus";"Amaranthus caudatus";"Amaranthus dubius";"Amaranthus furcatus";"Amaranthus hybridus";"Amaranthus lividus";"Amaranthus sclerantoides";"Amaranthus spinosus";"Amaranthus squamulatus";"Amaranthus viridis";"Amblyrhynchus cristatus";"Anas bahamensis";"Anous stolidus";"Anthephora hermaphrodita";"Apium graveolens";"Arctocephalus galapagoensis";"Ardea alba";"Ardea herodias";"Arenaria interpres";"Aristida divulsa";"Aristida repens";"Aristida subspicata";"Aristida villosa";"Aristolochia odoratissima";"Arivela viscosa";"Asio flammeus";"Avicennia germinans";"Axonopus scoparius";"Azolla microphylla";"Batis maritima";"Bidens pilosa";"Bidens riparia";"Blainvillea dichotoma";"Blechnum falciforme";"Blechnum lehmannii";"Blechnum occidentale";"Blechnum polypodioides";"Blechnum puberulum";"Boerhavia coccinea";"Boerhavia erecta";"Borreria ericaefolia";"Bos taurus";"Bouteloua disticha";"Brachiaria fasciculata";"Brachiaria multiculma";"Brachiaria mutica";"Brassica oleracea";"Bubulcus ibis";"Bursera graveolens";"Buteo galapagoensis";"Butorides sundevalli";"Butorides virescens";"Camarhynchus heliobates";"Camarhynchus pallidus";"Camarhynchus parvulus";"Camarhynchus pauper";"Camarhynchus psittacula";"Canis lupus";"Canna indica";"Capra hircus";"Capraria biflora";"Capsicum frutescens";"Cardiospermum corindum";"Carica papaya";"Cassia grandis";"Castela galapageia";"Casuarina equisetifolia";"Ceiba pentandra";"Cenchrus brownii";"Cenchrus echinatus";"Cenchrus pilosus";"Cenchrus platyacanthus";"Cenchrus purpureus";"Centella asiatica";"Ceratolejeunea cornuta";"Ceratolejeunea filaria";"Certhidea fusca";"Certhidea olivacea";"Cestrum auriculatum";"Chamaesyce galapageia";"Chamaesyce hirta";"Chamaesyce lasiocarpa";"Chamaesyce nummularia";"Chamaesyce thymifolia";"Chelonia mydas";"Chelonoidis abingdonii";"Chelonoidis becki";"Chelonoidis chathamensis";"Chelonoidis darwini";"Chelonoidis ephippium";"Chelonoidis guentheri";"Chelonoidis hoodensis";"Chelonoidis microphyes";"Chelonoidis niger";"Chelonoidis phantastica";"Chelonoidis porteri";"Chelonoidis vicina";"Chiococca alba";"Chroicocephalus cirrocephalus";"Citrus medica";"Citrus reticulata";"Citrus x aurantium";"Citrus x limetta";"Citrus x limon";"Citrus x nobilis";"Citrus x paradisi";"Citrus x sinensis";"Coccyzus erythropthalmus";"Coccyzus lansbergi";"Coccyzus melacoryphus";"Coffea arabica";"Coldenia darwinii";"Coldenia fusca";"Commelina diffusa";"Commicarpus tuberosus";"Conocarpus erectus";"Conolophus marthae";"Conolophus pallidus";"Conolophus subcristatus";"Cordia alliodora";"Cordia galapagensis";"Cordia hookeriana";"Cordia linearis";"Cordia lutea";"Cordia polycephala";"Creagrus furcatus";"Cressa truxillensis";"Crotalaria incana";"Crotalaria pumila";"Crotalaria retusa";"Croton scouleri";"Croton xalapensis";"Crotophaga ani";"Cryptocarpus pyriformis";"Cyclospermum leptophyllum";"Cynodon dactylon";"Cyperus anderssonii";"Cyperus compressus";"Cyperus confertus";"Cyperus digitatus";"Cyperus distans";"Cyperus elegans";"Cyperus esculentus";"Cyperus grandifolius";"Cyperus involucratus";"Cyperus laevigatus";"Cyperus ligularis";"Cyperus odoratus";"Cyperus papyrus";"Cyperus rotundus";"Cyperus squarrosus";"Cyperus tenuis";"Cyperus virens";"Dalechampia scandens";"Daption capense";"Datura stramonium";"Delphinus delphis";"Desmanthus virgatus";"Desmodium glabrum";"Desmodium incanum";"Desmodium intortum";"Desmodium procumbens";"Dianthus caryophyllus";"Dichondra repens";"Digitaria ciliaris";"Digitaria horizontalis";"Digitaria setigera";"Diomedea epomophora";"Diomedea exulans";"Drymaria cordata";"Egretta caerulea";"Egretta thula";"Egretta tricolor";"Eleusine indica";"Epidendrum spicatum";"Equus asinus";"Equus caballus";"Eragrostis amabilis";"Eragrostis cilianensis";"Eragrostis ciliaris";"Eragrostis mexicana";"Eragrostis pastoensis";"Eragrostis tenuifolia";"Erigeron bonariensis";"Erigeron lancifolius";"Erigeron tenuifolius";"Eriochloa pacifica";"Erythrina velutina";"Euphorbia amplexicaulis";"Euphorbia ophthalmica";"Euphorbia punctulata";"Euphorbia recurva";"Euphorbia viminea";"Evolvulus convolvuloides";"Evolvulus simplex";"Exodeconus miersii";"Falco peregrinus";"Felis catus";"Ficus benjamina";"Fimbristylis dichotoma";"Fregata magnificens";"Fregata minor";"Fregetta grallaria";"Fulmarus glacialoides";"Funastrum angustissimum";"Galactia striata";"Gallinula galeata";"Gallus gallus";"Galvezia leucantha";"Geospiza conirostris";"Geospiza difficilis";"Geospiza fortis";"Geospiza fuliginosa";"Geospiza magnirostris";"Geospiza scandens";"Geospiza septentrionalis";"Gonatodes caudiscutatus";"Gossypium barbadense";"Gossypium darwinii";"Grabowskia boerhaaviaefolia";"Guapira floribunda";"Haematopus palliatus";"Heliotropium anderssonii";"Heliotropium angiospermum";"Heliotropium curassavicum";"Heliotropium indicum";"Heliotropium rufipilum";"Herissantia crispa";"Hibiscus diversifolius";"Hippobroma longiflora";"Hippomane mancinella";"Hylocereus monacanthus";"Hypericum thesiifolium";"Hypoxis decumbens";"Hyptis capitata";"Hyptis gymnocaulos";"Hyptis mutabilis";"Hyptis pectinata";"Hyptis sidifolia";"Hyptis spicigera";"Ichnanthus nemorosus";"Impatiens balsamina";"Iochroma ellipticum";"Ipomoea alba";"Ipomoea habeliana";"Ipomoea incarnata";"Ipomoea nil";"Ipomoea pes-caprae";"Ipomoea triloba";"Jaegeria gracilis";"Jasminocereus thouarsii";"Justicia galapagana";"Kallstroemia adscendens";"Lactuca sativa";"Laguncularia racemosa";"Lantana camara";"Lantana montevidensis";"Lantana peduncularis";"Laportea aestuans";"Larus delawarensis";"Larus dominicanus";"Lasiurus borealis";"Lasiurus cinereus";"Laterallus spilonota";"Lecocarpus lecocarpoides";"Lecocarpus leptolobus";"Lepidodactylus lugubris";"Leucophaeus atricilla";"Leucophaeus fuliginosus";"Leucophaeus pipixcan";"Linum cratericola";"Liparis nervosa";"Lippia rosmarinifolia";"Lippia salicifolia";"Lithophila radicata";"Lobelia xalapensis";"Ludwigia leptocarpa";"Luffa aegyptiaca";"Lycium minimum";"Lycopodium clavatum";"Lycopodium thyoides";"Macraea laricifolia";"Macronectes giganteus";"Macronectes halli";"Mecardonia procumbens";"Megaoryzomys curioi";"Mentzelia aspera";"Merremia aegyptia";"Merremia umbellata";"Miconia robinsoniana";"Microlophus albemarlensis";"Microlophus bivittatus";"Microlophus delanonis";"Microlophus duncanensis";"Microlophus grayii";"Microlophus habelii";"Microlophus indefatigabilis";"Microlophus pacificus";"Mimus macdonaldi";"Mimus melanotis";"Mimus parvulus";"Mimus trifasciatus";"Mollugo flavescens";"Momordica charantia";"Mus musculus";"Musa acuminata";"Myiarchus magnirostris";"Myriopus psilostachya";"Neocrex erythrops";"Neptunia plena";"Nesoryzomys darwini";"Nesoryzomys indefessus";"Nesoryzomys swarthi";"Nicandra physalodes";"Nicotiana tabacum";"Nolana galapagensis";"Nyctanassa violacea";"Oceanites gracilis";"Oceanodroma castro";"Oceanodroma hornbyi";"Oceanodroma leucorhoa";"Oceanodroma markhami";"Oceanodroma melania";"Oceanodroma tethys";"Onychoprion fuscatus";"Opuntia dillenii";"Opuntia ficus-indica";"Opuntia galapageia";"Opuntia leucotricha";"Opuntia microdasys";"Opuntia monacantha";"Opuntia saxicola";"Opuntia subulata";"Oryzomys galapagoensis";"Oxalis corniculata";"Oxalis debilis";"Oxalis dombeyi";"Oxalis latifolia";"Oxalis megalorrhiza";"Oxalis triangularis";"Oxalis tuberosa";"Pachyptila desolata";"Panicum alatum";"Panicum arundinariae";"Panicum dichotomiflorum";"Panicum fuscum";"Panicum hirticalue";"Panicum hirticaule";"Panicum laxum";"Panicum maximum";"Panicum polygonatum";"Parkinsonia aculeata";"Paspalum conjugatum";"Paspalum distichum";"Paspalum fasciculatum";"Paspalum galapageium";"Paspalum paniculatum";"Paspalum penicillatum";"Paspalum racemosum";"Paspalum redundans";"Paspalum serotinum";"Paspalum vaginatum";"Passiflora colinvauxii";"Passiflora edulis";"Passiflora foetida";"Passiflora ligularis";"Passiflora maliformis";"Passiflora quadrangularis";"Passiflora suberosa";"Passiflora tridactylites";"Pectis linifolia";"Pectis subsquarrosa";"Pelagodroma marina";"Pelecanus occidentalis";"Peperomia inaequalifolia";"Pernettya howellii";"Persea americana";"Persicaria galapagensis";"Persicaria hydropiperoides";"Phaethon aethereus";"Phaethon rubricauda";"Phalacrocorax harrisi";"Phoebastria irrorata";"Phoebastria nigripes";"Phoenicopterus ruber";"Phoradendron berteroanum";"Phyla nodiflora";"Phyllanthus caroliniensis";"Phyllodactylus barringtonensis";"Phyllodactylus baurii";"Phyllodactylus darwini";"Phyllodactylus galapagensis";"Phyllodactylus gilberti";"Phyllodactylus leei";"Phyllodactylus reissii";"Phyllodactylus tuberculosus";"Physalis cordata";"Physalis pubescens";"Pilea baurii";"Pilea peploides";"Pisum sativum";"Pityrogramma calomelanos";"Plantago major";"Platyspiza crassirostris";"Plumbago zeylanica";"Pluvialis squatarola";"Polygala galapageia";"Polyscias guilfoylei";"Porophyllum ruderale";"Porphyrio martinicus";"Portulaca grandiflora";"Portulaca howellii";"Portulaca oleracea";"Portulaca pilosa";"Portulaca umbraticola";"Prescottia oligantha";"Procellaria parkinsoni";"Progne modesta";"Prosopis juliflora";"Pseudalsophis biserialis";"Pseudalsophis dorsalis";"Pseudalsophis hoodensis";"Pseudalsophis slevini";"Pseudalsophis steindachneri";"Pseudelephantopus spicatus";"Pseudelephantopus spiralis";"Psidium galapageium";"Psidium guajava";"Psychotria rufipes";"Pteridium aquilinum";"Pterodroma inexpectata";"Pterodroma leucoptera";"Pterodroma phaeopygia";"Puffinus griseus";"Puffinus subalaris";"Pyrocephalus nanus";"Racinaea insularis";"Rattus norvegicus";"Rattus rattus";"Rhizophora mangle";"Rhynchosia minima";"Rhynchospora berteroi";"Rhynchospora rugosa";"Rubus niveus";"Ruellia blechum";"Rytidostylis carthagenensis";"Salvia occidentalis";"Scalesia affinis";"Scalesia aspera";"Scalesia baurii";"Scalesia crockeri";"Scalesia darwinii";"Scalesia helleri";"Scalesia incisa";"Scalesia pedunculata";"Scalesia retroflexa";"Scalesia stewartii";"Scinax quinquefasciatus";"Scleria gaertneri";"Scutia spicata";"Senna obtusifolia";"Senna occidentalis";"Senna pistaciifolia";"Senna septemtrionalis";"Sesuvium edmonstonei";"Sesuvium portulacastrum";"Setaria parviflora";"Setaria setosa";"Setophaga petechia";"Sida acuta";"Sida ciliaris";"Sida cordata";"Sida glutinosa";"Sida hederifolia";"Sida rhombifolia";"Sida rupo";"Sida salviifolia";"Sida spinosa";"Sida supina";"Solanum americanum";"Solanum cheesmaniae";"Solanum erianthum";"Solanum lycopersicum";"Solanum pimpinellifolium";"Sonchus oleraceus";"Spermacoce remota";"Spheniscus mendiculus";"Spondias purpurea";"Sporobolus indicus";"Stachytarpheta cayennensis";"Stylosanthes sympodialis";"Sula dactylatra";"Sula granti";"Sula leucogaster";"Sula nebouxii";"Sula sula";"Sus scrofa";"Synedrella nodiflora";"Syzygium jambos";"Talinum galapagosum";"Talinum paniculatum";"Tamarindus indica";"Tectaria pedata";"Tephrosia cinerea";"Tephrosia decumbens";"Tetramerium nervosum";"Tiquilia darwinii";"Tiquilia fusca";"Tiquilia galapagoa";"Tiquilia nesiotica";"Tournefortia pubescens";"Tournefortia rufo-sericea";"Tradescantia fluminensis";"Trianthema portulacastrum";"Tribulus cistoides";"Tribulus terrestris";"Tricerma octogonum";"Trichoneura lindleyana";"Tyto alba";"Vachellia insulae-iacobi";"Vachellia macracantha";"Vachellia nilotica";"Vachellia rorudiana";"Vallesia glabra";"Varronia leucophlyctis";"Volkameria mollis";"Waltheria ovata";"Zalophus wollebaeki";"Zanthoxylum fagara";"Zea mays";"Zenaida galapagoensis"
"Abutilon anderssonianum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Abutilon depauperatum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Abutilon dianthum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Abutilon viscosum";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Acacia caven";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Acalypha abingdonii";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
